Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Phononic Vibes,Deeptech,Series A,2300000.0,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2018.0,Early Traction
MikeLegal,LegalTech,Seed funding,982530.0,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2017.0,Validation
Clair,FinTech,Seed funding,4500000.0,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2019.0,Validation
Gourmet Garden,Consumer Goods,Series A,3000000.0,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,1999.0,Early Traction
Miko,AI startup,Series B,3000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2015.0,Scaling
Razorpay,FinTech,Series D,100000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2014.0,Scaling
Ninjacart,Food Industry,Series A,30000000.0,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2015.0,Early Traction
Wow! Momo,Food Industry,Debt,5000000.0,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2008.0,Other
Pepper Content,Content marketplace,Series A,4200000.0,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2017.0,Early Traction
LIVSPACE,Interior Design,Debt,4000000.0,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2014.0,Other
Acculi Labs,Healthcare,Seed funding,600000.0,Acculi Labs is a clinical grade smartphone based diagnostic tool,2017.0,Validation
Your MD,Healthcare,Series A,25000000.0,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2012.0,Early Traction
Antaios,Tech company,Series A,11000000.0,Developer of memory-based technology intended to solve issues of advanced computing.,2016.0,Early Traction
Unnati,AgriTech,Series A,1700000.0,A helping hand to the farming community through Artificial Intelligence,2017.0,Early Traction
Disprz,Edtech,Series B,1600000.0,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2015.0,Scaling
Credit Wise Capital,FinTech,Seed funding,6000000.0,CreditWise Capital is a consumer finance company.,1994.0,Validation
Chargebee,SaaS startup,Series F,55000000.0,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2011.0,Scaling
Reliance Retail Ventures Ltd,Retail,Series A,70000000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2006.0,Early Traction
Winuall,Edtech,Series A,2000000.0,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2019.0,Early Traction
Genrobotics,AI startup,Series A,300000.0,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2015.0,Early Traction
Livve,Rental space,Seed funding,1500000.0,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2015.0,Validation
Ergos,AgriTech,Series A,5000000.0,Ergos is building an integrated supply chain by setting up micro warehouses.,2012.0,Early Traction
Krishitantra,Soil-Tech,Seed funding,1000000.0,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2017.0,Validation
PakkaProfile,Recruitment startup,Seed funding,982530.0,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2019.0,Validation
Monet Networks,AI startup,Bridge,500000.0,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2014.0,Other
Unocoin,FinTech,Series A,3000000.0,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2013.0,Early Traction
Pesto,Edtech,Series A,3000000.0,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2017.0,Early Traction
NirogStreet,Ayurveda tech,Series A,2000000.0,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2016.0,Early Traction
Bambrew,Packaging solution startup,Pre-Seed funding,270000.0,Bambrew is an online shop for reusable bamboo straws.,2018.0,Ideation
Omnify,SaaS startup,Series A,3000000.0,Omnify is a Global SaaS platform for Small Services Business,2016.0,Early Traction
Treebo Hotels,Hospitality,Series A,6000000.0,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2015.0,Early Traction
GPS Renewables,Cleantech,Series A,3000000.0,To solve the urban waste problem by utilising local technologies and business models.,2010.0,Early Traction
Public,Social Media,Series A,30000000.0,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2019.0,Early Traction
Legal Salah,LegalTech,Seed funding,1000000.0,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2015.0,Validation
FanPlay,Gaming,Seed funding,982530.0,FanPlay Technologies operates as a real-money gaming startup.,2018.0,Validation
ECOSTP,Sanitation solutions,Series A,19000000.0,Eco friendly zero power zero maintenance sewage treatment plant in India.,2017.0,Early Traction
Coralogix,SaaS startup,Series B,25000000.0,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2013.0,Scaling
Equiwatt,Tech company,Series A,300000.0,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2015.0,Early Traction
Reliance Retail Ventures,E-commerce,Series A,800000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2006.0,Early Traction
Zhangmen,Edtech,Series A,400000000.0,Zhangmen is an online tutoring platform provides tutoring courses to students.,2005.0,Early Traction
AgroWave,AgriTech,Series A,500000.0,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2017.0,Early Traction
Sapio Analytics,Tech company,Series A,150000.0,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2018.0,Early Traction
Taimei,HealthCare,Series A,176000000.0,Taimei Technology provides a cloud platform for clinical research collaboration.,2013.0,Early Traction
Avanse Financial Services,FinTech,Series A,15000000.0,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2012.0,Early Traction
Industry Buying,E-commerce,Series A,15000000.0,India's largest industrial ecommerce platform,2013.0,Early Traction
Hopscotch,E-commerce,Series A,25000000.0,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2011.0,Early Traction
Pristyn Care,HealthCare,Series A,11000000.0,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2018.0,Early Traction
WoodenStreet,Home Design,Series A,1000000.0,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2015.0,Early Traction
ACKO,InsureTech,Series A,60000000.0,Acko General Insurance is a private sector general insurance company in India.,2016.0,Early Traction
Farmers Fresh Zone,AgriTech,Series A,470000.0,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2015.0,Early Traction
Invento,AI Startup,Series A,3000000.0,Invento Robotics specializes in developing service robots intended for customer interactions.,2016.0,Early Traction
Infurnia,Tech Startup,Series A,240000.0,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2014.0,Early Traction
AnalytIQSports's SuperCric,Entertainment,Series A,3000000.0,SuperCric is India's first strategy Cricket Manager simulation game,2019.0,Early Traction
Snowflake,Tech company,Series A,3000000000.0,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2012.0,Early Traction
GenieTalk,Tech company,Series A,750000.0,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2016.0,Early Traction
Classplus,EdTech,Series A,10000000.0,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2018.0,Early Traction
Mobile Premier League,Entertainment,Series A,74000000.0,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2018.0,Early Traction
Fourth Partner Energy,Solar solution,Series A,16000000.0,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2010.0,Early Traction
Flipkart,E-commerce,Series A,62000000.0,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2007.0,Early Traction
Vivriti Capital,FinTech,Series A,1000000.0,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2017.0,Early Traction
InsuranceDekho,FinTech,Series A,20000000.0,The funding for branding and marketing activities as well as strengthening the product and technology teams,2017.0,Early Traction
BestDoc,HealthCare,Series A,2100000.0,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2016.0,Early Traction
Byju’s,EdTech,Series A,500000000.0,An Indian educational technology and online tutoring firm,2011.0,Early Traction
Melorra,Jewellery startup,Series A,12500000.0,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2015.0,Early Traction
Reliance,Multinational conglomerate company,Series A,2200000000.0,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",1973.0,Early Traction
Inflexor Ventures,FinTech,Series A,10000000.0,Experienced Venture Capital-General Partner focused on Technology investments.,2020.0,Early Traction
Pandorum,Deeptech startup,Series A,5060000.0,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2011.0,Early Traction
SpeakIn,Social Network,Series A,3000000.0,"AI-enabled network of speakers and thought leaders, aka. experts",2018.0,Early Traction
